name,address,website,has_website,phone_number,business_type,reviews_count,reviews_average,latitude,longitude,keyword,category,searched_zipcode,email_1,email_2,email_3,all_emails,facebook,instagram,email_found,scrape_status
Starbucks Coffee Company,"4023 Lemmon Ave, Dallas, TX 75219",https://starbucks.com,Yes,(469) 923-0018,,8.0,53.0,32.7676148,-96.876872,drive through restaurant,Food & Restaurant,75201,press@starbucks.com,pressemea@starbucks.com,investorrelations@starbucks.com,press@starbucks.com | pressemea@starbucks.com | investorrelations@starbucks.com | partnerships@starbucks.com,https://facebook.com/starbucks,https://instagram.com/starbucks,Yes,found_subpage
Dairy-Ette,"9785 Ferguson Rd, Dallas, TX 75228",https://dairyette.shop,Yes,(214) 327-9983,,364.0,1.0,32.7676148,-96.876872,drive through restaurant,Food & Restaurant,75201,wherevi.com@gmail.com,,,wherevi.com@gmail.com,,,Yes,found_homepage
Sonic Drive-In,"3710 W Illinois Ave, Dallas, TX 75211",https://sonicdrivein.com,Yes,(214) 339-3232,,134.0,1.0,32.7676148,-96.876872,drive through restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
The Dallas World Aquarium,"3710 W Illinois Ave, Dallas, TX 75211",https://sonicdrivein.com,Yes,(214) 339-3232,,134.0,1.0,32.7676148,-96.876872,drive through restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Eatzis Market & Bakery,"3403 Oak Lawn Ave, Dallas, TX 75219",https://eatzis.com,Yes,(214) 526-1515,,639.0,3.0,32.7676148,-96.876872,drive through restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Sonic Drive-In,"8602 S Polk St, Dallas, TX 75232",https://sonicdrivein.com,Yes,(972) 228-0600,,232.0,1.0,32.7676148,-96.876872,drive through restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Shell,"2324 McKinney Ave, Dallas, TX 75201",https://find.shell.com,Yes,(469) 248-3149,,9.0,23.0,32.7676148,-96.876872,drive through restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Fairmont Dallas,"1717 N Akard St, Dallas, TX 75201",https://fairmont.com,Yes,(214) 720-2020,,91.0,6.0,32.7676148,-96.876872,drive through restaurant,Food & Restaurant,75201,,,,,https://www.facebook.com/fairmonthotels/,https://www.instagram.com/fairmonthotels/,No,no_contact_found
Food Truck Connector - Dallas Food Trucks,"2002 Ross Ave, Dallas, TX 75201",https://dallasfoodtruckcatering.com,Yes,(800) 934-6771,,2.0,1.0,32.7884964,-97.3790034,food truck,Food & Restaurant,75201,,,,,,,No,no_contact_found
What's The Flava! (Food Truck),"Dallas, TX 75201",https://instagram.com,Yes,,,7.0,1.0,32.7884964,-97.3790034,food truck,Food & Restaurant,75201,,,,,https://developers.facebook.com/docs/instagram,https://about.instagram.com/,No,no_contact_found
Serious Salads Food Truck,"CBS 11 Food Truck Lane, 2012 Woodall Rodgers Fwy, Dallas, TX 75201",https://serioussalads.com,Yes,(972) 864-7374,,4.0,2.0,32.7884964,-97.3790034,food truck,Food & Restaurant,75201,,,,,https://www.facebook.com/SeriousSaladsDallas/,https://www.instagram.com/serioussaladsdallas/?hl=en,No,no_contact_found
Ruthie's Cafe,"1632 Martin Luther King Jr Blvd suite 100, Dallas, TX 75215",https://ruthiesforgood.com,Yes,(214) 377-7355,,3.0,34.0,32.7884964,-97.3790034,food truck,Food & Restaurant,75201,,,,,,,No,no_contact_found
Cuates (kwa.tes) Kitchen,"3811 Fairmount St, Dallas, TX 75219",https://cuateskitchen.com,Yes,(214) 908-7336,,6.0,42.0,32.7884964,-97.3790034,food truck,Food & Restaurant,75201,cuateskitchen@gmail.com,,,cuateskitchen@gmail.com,https://www.facebook.com/271900036676276,https://www.instagram.com/cuateskitchen,Yes,found_homepage
MLK Food Park,"1611 Martin Luther King Jr Blvd, Dallas, TX 75215",https://betterblock.org,Yes,,,2.0,1.0,32.7884964,-97.3790034,food truck,Food & Restaurant,75201,krista@betterblock.org,,,krista@betterblock.org,https://www.facebook.com/BetterBlock/,https://www.instagram.com/betterblock/,Yes,found_homepage
Tierra a Taza Coffee Cart - DFW Mobile Espresso Bar and Coffee Catering,"1800 N Field St Suite 125, Dallas, TX 75202",https://tatcoffeeco.com,Yes,(817) 918-8884,,3.0,4.0,32.7870529,-97.0872861,mobile food vendor,Food & Restaurant,75201,,,,,https://www.facebook.com/TATCoffeeLife/,https://www.instagram.com/tatcoffeelife,No,no_contact_found
Luiege pizza truck,"4619 E Grand Ave, Dallas, TX 75223",https://luiegepizzatruck.wixsite.com,Yes,(469) 781-1880,,4.0,4.0,32.7870529,-97.0872861,mobile food vendor,Food & Restaurant,75201,,,,,,,No,no_contact_found
Freshnez,"7508 Ambassador Row, Dallas, TX 75247",https://freshnezkitchen.com,Yes,(833) 888-3639,,8.0,38.0,32.7870529,-97.0872861,mobile food vendor,Food & Restaurant,75201,20orders@freshnezkitchen.com,orders@freshnezkitchen.com,,20orders@freshnezkitchen.com | orders@freshnezkitchen.com,,,Yes,found_homepage
FED UP FOOD TRUCKS DALLAS,"4211 S Great Trinity Forest Way, Dallas, TX 75241",https://fedupfoodtrucks.com,Yes,(817) 298-0918,,8.0,1.0,32.7870529,-97.0872861,mobile food vendor,Food & Restaurant,75201,info@fedupfoodtrucks.com,sharandajones@outlook.com,,info@fedupfoodtrucks.com | sharandajones@outlook.com,,,Yes,found_homepage
Craftenders Event Staffing LLC,"Creative Studio, 2346 Victory Park Ln, Dallas, TX 75219",https://thecraftenders.com,Yes,(972) 895-2601,,4.0,16.0,32.7870529,-97.0872861,mobile food vendor,Food & Restaurant,75201,,,,,https://www.facebook.com/craftstaff,https://www.instagram.com/_shakeandstrain_dfw,No,no_contact_found
Dallas Metro Food,"2356 Irving Blvd, Dallas, TX 75207",https://dallasmetrofood.com,Yes,(214) 253-0030,,1.0,1.0,32.7870529,-97.0872861,mobile food vendor,Food & Restaurant,75201,customerservice@dallasmetrofood.com,,,customerservice@dallasmetrofood.com,https://www.facebook.com/profile.php?id=100079248955286,https://www.instagram.com/dallasmetrofood/,Yes,found_homepage
Ace Mart Restaurant Supply,"4004 Ross Ave, Dallas, TX 75204",https://acemart.com,Yes,(214) 442-0720,,4.0,13.0,32.7870529,-97.0872861,mobile food vendor,Food & Restaurant,75201,,,,,,,No,no_contact_found
Dallas Food Truck Association,"17304 Preston Rd Suite 800, Dallas, TX 75252",https://dalfta.org,Yes,(945) 218-6034,,,,32.9866894,-97.0905867,mobile food vendor,Food & Restaurant,75201,,,,,https://www.facebook.com/people/Dallas-Food-Truck-Association/61572376972021/#,https://www.instagram.com/dal_fta/,No,no_contact_found
Empire Fresh Produce,"1804 S Harwood St, Dallas, TX 75215",https://empirefreshproduce.com,Yes,(214) 238-3329,,8.0,2.0,32.7732362,-97.0728132,mobile food vendor,Food & Restaurant,75201,drivera@empirefreshproduce.com,,,drivera@empirefreshproduce.com,https://www.facebook.com/profile.php?id=100063559119842,,Yes,found_homepage
St. Drogo's Coffee Cart | DFW Mobile Espresso Bar,"4301 Bryan St, Dallas, TX 75204",https://saintdrogos.com,Yes,(940) 535-4849,,5.0,2.0,32.7732362,-97.0728132,mobile food vendor,Food & Restaurant,75201,,,,,,,No,no_contact_found
Bread Winners Catering,"3301 McKinney Ave Ste 100, Dallas, TX 75204",https://catering.breadwinnerscafe.com,Yes,(214) 484-6904,,2.0,2.0,32.8046686,-97.0879262,mobile food vendor,Food & Restaurant,75201,,,,,,,No,no_contact_found
The Fud Trailer Dallas,"13657 S Jupiter Rd Ste 103, Dallas, TX 75238",https://thefudtrailer.com,Yes,(346) 234-6659,,7.0,10.0,32.8832817,-96.9722061,mobile food vendor,Food & Restaurant,75201,,,,,https://www.facebook.com/thefudtrailercompany,https://www.instagram.com/thefudtrailercompany/,No,no_contact_found
Truck Yard,"5624 Sears St, Dallas, TX 75206",https://truckyardcommissarykitchen.com,Yes,(877) 447-2967,,145.0,4.0,32.7794769,-97.0881283,mobile food vendor,Food & Restaurant,75201,,,,,,,No,no_contact_found
Tacos Caita,"4321 Live Oak St, Dallas, TX 75204",https://uptown-eats.com,Yes,(214) 497-8636,,0.0,1.0,32.9283389,-97.2957576,mobile food vendor,Food & Restaurant,75201,,,,,,,No,no_contact_found
Lone Star Food Truck And Trailer Distributors,"6451 S Great Trinity Forest Way, Dallas, TX 75217",https://lonestarfoodtrailers.com,Yes,(214) 994-0452,,,,32.9283389,-97.2957576,mobile food vendor,Food & Restaurant,75201,lonestarfoodtruckandtrailers@gmial.com,lonestarfoodtruckandtrailers@gmail.com,,lonestarfoodtruckandtrailers@gmial.com | lonestarfoodtruckandtrailers@gmail.com,,,Yes,found_homepage
Farmers Market,"909 S Pearl Expy, Dallas, TX 75201",https://dallasfarmersmarket.org,Yes,(214) 748-1293,,0.0,9.0,32.9283389,-97.2957576,mobile food vendor,Food & Restaurant,75201,,,,,,,No,no_contact_found
Culinaire International,"8303 Elmbrook Dr, Dallas, TX 75247",https://culinaireintl.com,Yes,(214) 754-1880,,0.0,1.0,32.9283389,-97.2957576,mobile food vendor,Food & Restaurant,75201,,,,,,,No,no_contact_found
Creative Affairs Catering,"4318 Eastside Ave, Dallas, TX 75226",https://creativeaffairscatering.com,Yes,(972) 803-6619,,6.0,1.0,32.9283389,-97.2957576,mobile food vendor,Food & Restaurant,75201,sales@creativeaffairscatering.com,,,sales@creativeaffairscatering.com,https://www.facebook.com/creativeaffairs.catering/#,https://www.instagram.com/creativeaffairscatering/#,Yes,found_homepage
Extreme Mobile Services Inc.,"2202 Manana Dr suite 130, Dallas, TX 75220",https://extrememobileservices.com,Yes,(214) 488-1237,,4.0,4.0,32.9283389,-97.2957576,mobile food vendor,Food & Restaurant,75201,,,,,,,No,no_contact_found
Porch Swing Iced Tea,"123 Taylor St, Dallas, TX 75201",https://porchswingicedtea.com,Yes,(940) 205-3549,,,,32.9283389,-97.2957576,mobile food vendor,Food & Restaurant,75201,brett@porchswingicedtea.com,,,brett@porchswingicedtea.com,https://www.facebook.com/PorchSwingIcedTeaLLC,https://www.instagram.com/porchswingicedtea/,Yes,found_homepage
Gonzalez Food Products Mexsnax,"1610 Fort Worth Ave, Dallas, TX 75208",https://mexsnax.com,Yes,(214) 748-8225,,7.0,2.0,32.9283389,-97.2957576,mobile food vendor,Food & Restaurant,75201,info@mexsnax.com,,,info@mexsnax.com,https://www.facebook.com/mexsnax,https://www.instagram.com/mexsnax/,Yes,found_homepage
Exxon,"2503 Lemmon Ave, Dallas, TX 75204",https://exxon.com,Yes,(214) 824-1202,,0.0,64.0,32.9283389,-97.2957576,mobile food vendor,Food & Restaurant,75201,emrewards@chd.exxonmobilsupport.com,,,emrewards@chd.exxonmobilsupport.com,,,Yes,found_subpage
Pearlie's Southern Kitchen,"1335 Admiral Nimitz Cir NT24F, Dallas, TX 75223",https://pearliessouthernkitchen.com,Yes,(972) 591-6827,,,,32.9283389,-97.2957576,mobile food vendor,Food & Restaurant,75201,,,,,,,No,no_contact_found
Trouvi Cookie Company Weekend Booth At The Dallas Farmers Market,"133 Taylor St, Dallas, TX 75201",https://trouvicookies.com,Yes,(214) 552-8814,,8.0,3.0,32.9283389,-97.2957576,mobile food vendor,Food & Restaurant,75201,info@trouvicookies.com,,,info@trouvicookies.com,https://www.facebook.com/TrouviCookieCo/,,Yes,found_homepage
Tiff's Treats Cookie Delivery,"1001 Ross Ave #120, Dallas, TX 75202",https://cookiedelivery.com,Yes,(214) 720-0500,,9.0,43.0,32.9283389,-97.2957576,mobile food vendor,Food & Restaurant,75201,,,,,https://www.facebook.com/tiffstreats,https://www.instagram.com/tiffstreats/,No,no_contact_found
Amigos Meat Distributors / Dallas,"2525 W Commerce St, Dallas, TX 75212",https://amigosmeat.com,Yes,(214) 272-9948,,1.0,11.0,32.9283389,-97.2957576,mobile food vendor,Food & Restaurant,75201,,,,,https://www.facebook.com/amigosfoodsChi/,https://www.instagram.com/amigosfoods/,No,no_contact_found
CN Catering,"8805 Sovereign Row, Dallas, TX 75247",https://cncatering.com,Yes,(214) 821-2514,,6.0,12.0,32.9283389,-97.2957576,mobile food vendor,Food & Restaurant,75201,info@cncatering.com,,,info@cncatering.com,https://www.facebook.com/CNCateringDallas/,https://www.instagram.com/cncatering/,Yes,found_homepage
City Events Gourmet Food Truck,"8210 S Lancaster Rd, Dallas, TX 75241",https://cityeventsgourmet.com,Yes,(214) 574-8699,,,,32.9283389,-97.2957576,mobile food vendor,Food & Restaurant,75201,,,,,,,No,no_contact_found
Oncor Electric Delivery - Headquarters,"1616 Woodall Rodgers Fwy, Dallas, TX 75202",https://oncor.com,Yes,(888) 313-6862,,6.0,23.0,32.9283389,-97.2957576,mobile food vendor,Food & Restaurant,75201,contactcenter@oncor.com,,,contactcenter@oncor.com,http://facebook.com/oncor,https://www.instagram.com/oncordelivers/,Yes,found_homepage
State Fair of Texas Administration Office,"3921 Martin Luther King Jr Blvd, Dallas, TX 75210",https://bigtex.com,Yes,(214) 565-9931,,3.0,18.0,32.9283389,-97.2957576,mobile food vendor,Food & Restaurant,75201,,,,,,,No,no_contact_found
STAYLYTE INC,"539 W Commerce St #3546, Dallas, TX 75208",https://staylyte.com,Yes,(945) 308-3249,,,,32.9283389,-97.2957576,mobile food vendor,Food & Restaurant,75201,orders@staylyte.com,filler@godaddy.com,,orders@staylyte.com | filler@godaddy.com,https://www.facebook.com/116263198130128,https://www.instagram.com/staylyte?igsh=c2pwb3c3OWgxdW8x&utm_source=qr,Yes,found_homepage
Scardello Artisan Cheese,"911 S Pearl Expy, Dallas, TX 75201",https://scardellocheese.com,Yes,(214) 219-1300,,1.0,4.0,32.9283389,-97.2957576,mobile food vendor,Food & Restaurant,75201,,,,,,,No,no_contact_found
Beyond the Box Catering,"2544 W Commerce St, Dallas, TX 75212",https://foodbeyondthebox.com,Yes,(214) 828-2228,,0.0,11.0,32.9283389,-97.2957576,mobile food vendor,Food & Restaurant,75201,,,,,https://www.facebook.com/BeyondtheBoxCatering/,https://www.instagram.com/beyondthebox_catering/,No,no_contact_found
Mobil,"S Lamar & Powhattan, Dallas, TX 75215",https://exxon.com,Yes,(972) 828-0711,,0.0,39.0,32.9283389,-97.2957576,mobile food vendor,Food & Restaurant,75201,emrewards@chd.exxonmobilsupport.com,,,emrewards@chd.exxonmobilsupport.com,,,Yes,found_subpage
Lone Chimney Mercantile at the Dallas Farmers Market,"920 S Harwood St Suite #116, Dallas, TX 75201",https://lonechimneymercantile.com,Yes,(214) 734-8691,,2.0,1.0,32.9283389,-97.2957576,mobile food vendor,Food & Restaurant,75201,,,,,,,No,no_contact_found
Lakewood Tower Farmers Market,"6301 Gaston Ave, Dallas, TX 75214",https://goodlocalmarkets.org,Yes,(440) 387-1959,,,,32.9283389,-97.2957576,mobile food vendor,Food & Restaurant,75201,info@goodlocalmarkets.org,,,info@goodlocalmarkets.org,https://www.facebook.com/goodlocalmarkets/,https://www.instagram.com/goodlocalmarkets/,Yes,found_homepage
Catering by Chef Richard,"5214 Botham Jean Blvd, Dallas, TX 75215",https://cateringbychefrichard.com,Yes,(972) 704-8100,,,,32.9283389,-97.2957576,mobile food vendor,Food & Restaurant,75201,,,,,,,No,no_contact_found
Bellatrino Pizzeria,"920 S Harwood St #120, Dallas, TX 75201",https://bellatrinopizzeria.com,Yes,(214) 495-1303,,121.0,3.0,32.9283389,-97.2957576,mobile food vendor,Food & Restaurant,75201,john@dallasbestpizza.com,,,john@dallasbestpizza.com,https://www.facebook.com/577830098915501,https://www.instagram.com/bella_trino,Yes,found_homepage
Chef's Little Hut,"G, 1327 Empire Central Dr #260, Dallas, TX 75247",https://chefslittlehut.wixsite.com,Yes,(469) 844-7328,,,,32.9283389,-97.2957576,mobile food vendor,Food & Restaurant,75201,,,,,,,No,no_contact_found
Tony's Neighborhood Food Store,"820 N Fitzhugh Ave, Dallas, TX 75246",https://valero.com,Yes,(214) 572-0406,,2.0,3.0,32.9283389,-97.2957576,mobile food vendor,Food & Restaurant,75201,,,,,,,No,no_contact_found
Exxon,"750 Riverfront Rd, Dallas, TX 75207",https://exxon.com,Yes,(214) 752-4942,,4.0,38.0,32.9283389,-97.2957576,mobile food vendor,Food & Restaurant,75201,emrewards@chd.exxonmobilsupport.com,,,emrewards@chd.exxonmobilsupport.com,,,Yes,found_subpage
Doc Popcorn at the Dallas Convention Center,"650 S Griffin St, Dallas, TX 75202",https://dfwpopcorn.com,Yes,(214) 417-8431,,,,32.9283389,-97.2957576,mobile food vendor,Food & Restaurant,75201,kellie@kcvsi.com,,,kellie@kcvsi.com,https://www.facebook.com/Doc-Popcorn-at-Dallas-Farmers-Market-787491368059514/,https://www.instagram.com/docpopcornatfarmers/,Yes,found_homepage
Premier Hookahs To Go,"5150 Lemmon Ave #1204, Dallas, TX 75209",https://godaddysites.com,Yes,(214) 394-9238,,,,32.9283389,-97.2957576,mobile food vendor,Food & Restaurant,75201,,,,,,,No,no_contact_found
One Uptown,"2619 McKinney Ave, Dallas, TX 75204",https://oneuptown.com,Yes,(214) 814-8564,,8.0,10.0,32.9283389,-97.2957576,mobile food vendor,Food & Restaurant,75201,,,,,https://www.facebook.com/One-Uptown-229006257465731/,https://www.instagram.com/oneuptown/,No,no_contact_found
Dallas Farmers Market Produce Shed,"123 Taylor St, Dallas, TX 75201",https://dallasfarmersmarket.org,Yes,,,1.0,8.0,32.7861308,-96.828101,street food vendor,Food & Restaurant,75201,,,,,,,No,no_contact_found
Main Street Market & Eatery,"3102 Main St, Dallas, TX 75226",https://mainstreetmarketdfw.com,Yes,(972) 685-6000,,4.0,9.0,32.7861308,-96.828101,street food vendor,Food & Restaurant,75201,,,,,,https://www.instagram.com/mainstmarketdfw/,No,no_contact_found
Seasoned Street Food,"921 W Commerce St, Dallas, TX 75208",https://seasonedstreetfood.com,Yes,(972) 469-0206,,4.0,4.0,32.7734831,-96.8732425,street food vendor,Food & Restaurant,75201,,,,,,,No,no_contact_found
Uptown Eats,"4321 Live Oak St, Dallas, TX 75204",https://uptown-eats.com,Yes,,,4.0,12.0,32.7775406,-96.8261125,street food vendor,Food & Restaurant,75201,,,,,,,No,no_contact_found
Incloodie Food Tours Dallas,"325 North St. Paul Street Suite 3100, Dallas, TX 75201",https://incloodiefoodtour.com,Yes,(682) 422-6927,,8.0,20.0,32.7775406,-96.8261125,street food vendor,Food & Restaurant,75201,info@incloodiefoodtour.com,,,info@incloodiefoodtour.com,https://www.facebook.com/incloodiefoodtour,https://www.instagram.com/reel/DHlz0LVJhDO/?igsh=Mm91enBobGw5Y2dq,Yes,found_subpage
Urban Value Corner Store,"2000 Woodall Rodgers Fwy, Dallas, TX 75201",https://micocina.com,Yes,(214) 531-6061,,119.0,2.0,32.7775406,-96.8261125,street food vendor,Food & Restaurant,75201,,,,,https://www.facebook.com/MiCocinaTexmex,https://www.instagram.com/micocina/,No,no_contact_found
Food Nation Cinco Cocinas Food Hall,"4711 Maple Ave, Dallas, TX 75219",https://cincococinas.com,Yes,(469) 917-9003,,1.0,8.0,32.8136364,-96.8618952,street food vendor,Food & Restaurant,75201,,,,,http://facebook.com/squarespace,http://instagram.com/cincococinas,No,no_contact_found
Doc Popcorn at Dallas Farmers Market,"920 S Harwood St Suite 179, Dallas, TX 75201",https://dfmpopcorn.com,Yes,(214) 417-8431,,2.0,5.0,32.777332,-96.8264268,street food vendor,Food & Restaurant,75201,kellie@kcvsi.com,,,kellie@kcvsi.com,https://www.facebook.com/Doc-Popcorn-at-Dallas-Farmers-Market-787491368059514/,https://www.instagram.com/docpopcornatfarmers/,Yes,found_homepage
The Shed Dallas Farmers Market,"The Shed, 1010 S Pearl Expy, Dallas, TX 75201",https://dallasfarmersmarket.org,Yes,(214) 664-9110,,1.0,1.0,32.777432,-96.8260149,street food vendor,Food & Restaurant,75201,,,,,,,No,no_contact_found
Klyde Warren Park,"2012 Woodall Rodgers Fwy, Dallas, TX 75201",https://klydewarrenpark.org,Yes,(214) 716-4500,,657.0,18.0,32.777432,-96.8260149,street food vendor,Food & Restaurant,75201,info@klydewarrenpark.org,info@tonyfaypr.com,,info@klydewarrenpark.org | info@tonyfaypr.com,https://www.facebook.com/KlydeWarrenParkDallas,https://www.instagram.com/p/DXKL9FXgMtu/,Yes,found_subpage
Cone Creamery Dallas Farmers Market,"920 S Harwood St #121, Dallas, TX 75201",https://ccdfm.square.site,Yes,(972) 987-7450,,1.0,4.0,32.777432,-96.8260149,street food vendor,Food & Restaurant,75201,,,,,,,No,no_contact_found
Dock Local,"211 S Akard St, Dallas, TX 75202",https://thedocktexas.com,Yes,(469) 402-0731,,7.0,19.0,32.777432,-96.8260149,street food vendor,Food & Restaurant,75201,,,,,,,No,no_contact_found
The Empanada Cookhouse,"1001 Ross Ave #118, Dallas, TX 75202",https://theempanadacookhouse.com,Yes,(214) 812-9644,,0.0,94.0,32.777432,-96.8260149,street food vendor,Food & Restaurant,75201,,,,,,,No,no_contact_found
Kelley Produce,"920 S Harwood St Suite 162, Dallas, TX 75201",https://dallasfarmersmarket.org,Yes,,,7.0,3.0,32.777432,-96.8260149,street food vendor,Food & Restaurant,75201,,,,,,,No,no_contact_found
The Cedar Market Ranch,"2434 S Harwood St, Dallas, TX 75215",https://thecedarmarketranch.com,Yes,(214) 747-8118,,0.0,40.0,32.777432,-96.8260149,street food vendor,Food & Restaurant,75201,info@thecedarmarketranch.com,,,info@thecedarmarketranch.com,https://www.facebook.com/p/The-Cedar-Market-Ranch-61556377361366/,https://www.instagram.com/cedarmarketranch,Yes,found_subpage
Commerce Fork Food Co,"921 W Commerce St, Dallas, TX 75208",https://commerceforkfoodco.com,Yes,,,5.0,80.0,32.777432,-96.8260149,street food vendor,Food & Restaurant,75201,,,,,,,No,no_contact_found
Dallas City Hall,"1500 Marilla St, Dallas, TX 75201",https://dallascityhall.com,Yes,(214) 670-3111,,8.0,29.0,32.777432,-96.8260149,street food vendor,Food & Restaurant,75201,,,,,,,No,no_contact_found
Union Station Wolfgang Puck,"400 S Houston St 3rd floor, Dallas, TX 75202",https://unionstationdallas.com,Yes,(214) 712-7210,,9.0,7.0,32.777432,-96.8260149,street food vendor,Food & Restaurant,75201,,,,,https://www.facebook.com/unionstationdallas,https://www.instagram.com/unionstationdallas/,No,no_contact_found
Asian Street Food,"2315 Burlington Blvd, Dallas, TX 75208",https://asianstreetfood.us,Yes,(469) 372-1010,,0.0,26.0,32.777432,-96.8260149,street food vendor,Food & Restaurant,75201,jensweetdreams@yahoo.com,,,jensweetdreams@yahoo.com,,,Yes,found_homepage
The Rustic,"3656 Howell St, Dallas, TX 75204",https://therustic.com,Yes,(214) 730-0596,,125.0,6.0,32.777432,-96.8260149,street food vendor,Food & Restaurant,75201,,,,,,,No,no_contact_found
Mercat Bistro,"2501 N Harwood St Suite 225, Dallas, TX 75201",https://mercatbistro.com,Yes,(214) 953-0917,,115.0,1.0,32.777432,-96.8260149,street food vendor,Food & Restaurant,75201,,,,,https://www.facebook.com/mercatbistro,https://www.instagram.com/mercatbistro,No,no_contact_found
Fount Board & Table,"2501 N Harwood St Suite 225, Dallas, TX 75201",https://mercatbistro.com,Yes,(214) 953-0917,,115.0,1.0,32.777432,-96.8260149,street food vendor,Food & Restaurant,75201,,,,,https://www.facebook.com/mercatbistro,https://www.instagram.com/mercatbistro,No,no_contact_found
Juicebabe,"920 S Harwood St Suite 112, Dallas, TX 75201",https://juicebabedallas.com,Yes,(214) 484-3735,,9.0,8.0,32.777432,-96.8260149,street food vendor,Food & Restaurant,75201,nayebgroup@yahoo.com,,,nayebgroup@yahoo.com,https://www.facebook.com/juicebabedallas,http://instagram.com/juicebabedallas,Yes,found_homepage
Dallas Petroleum Club,"1900 N Akard St Suite 1400, Dallas, TX 75201",https://dallaspetroleumclub.com,Yes,(214) 871-1500,,4.0,8.0,32.777432,-96.8260149,street food vendor,Food & Restaurant,75201,,,,,,,No,no_contact_found
Taqueria La Ventana,"920 S Harwood St Suite 140, Dallas, TX 75201",https://taquerialaventana.com,Yes,(214) 646-8181,,7.0,82.0,32.777432,-96.8260149,street food vendor,Food & Restaurant,75201,,,,,https://www.facebook.com/TaqueriaLaVentana/,https://www.instagram.com/taquerialaventana/,No,no_contact_found
The 2nd Tap,"920 S Harwood St #125, Dallas, TX 75201",https://the2ndtap.com,Yes,(972) 982-0200,,5.0,4.0,32.777432,-96.8260149,street food vendor,Food & Restaurant,75201,info@your-site.com,info@the2ndtap.com,,info@your-site.com | info@the2ndtap.com,https://www.facebook.com/,,Yes,found_homepage
The Meltdown,"2030 Market Center Blvd, Dallas, TX 75207",https://themeltdown.com,Yes,(214) 742-2135,,,,32.777432,-96.8260149,street food vendor,Food & Restaurant,75201,,,,,,,No,no_contact_found
Whole Foods Market,"2510 McKinney Ave, Dallas, TX 75201",https://wholefoodsmarket.com,Yes,(469) 518-5814,,837.0,1.0,32.777432,-96.8260149,street food vendor,Food & Restaurant,75201,,,,,https://www.facebook.com/wholefoodsUK/,https://www.instagram.com/wholefoodsuk/,No,no_contact_found
DEC on Dragon,"1414 Dragon St, Dallas, TX 75207",https://decondragon.com,Yes,(972) 400-2242,,7.0,21.0,32.777432,-96.8260149,street food vendor,Food & Restaurant,75201,,,,,,,No,no_contact_found
Taco City x Chef Tastebudz,"600 Jackson St, Dallas, TX 75202",https://facebook.com,Yes,,,4.0,23.0,32.777432,-96.8260149,street food vendor,Food & Restaurant,75201,,,,,,,No,no_contact_found
Wild Salsa,"1800 Main St, Dallas, TX 75201",https://wildsalsarestaurant.com,Yes,(214) 741-9453,,740.0,2.0,32.777432,-96.8260149,street food vendor,Food & Restaurant,75201,,,,,https://www.facebook.com/wildsalsa,https://www.instagram.com/wildsalsarestaurant/,No,no_contact_found
Four Corners Brewing Company,"1311 S Ervay St, Dallas, TX 75215",https://fcbrewing.com,Yes,,,5.0,61.0,32.777432,-96.8260149,street food vendor,Food & Restaurant,75201,,,,,,,No,no_contact_found
AT&T Discovery District,"4211 S Great Trinity Forest Way, Dallas, TX 75241",https://fedupfoodtrucks.com,Yes,(817) 298-0918,,8.0,1.0,32.777432,-96.8260149,street food vendor,Food & Restaurant,75201,info@fedupfoodtrucks.com,sharandajones@outlook.com,,info@fedupfoodtrucks.com | sharandajones@outlook.com,,,Yes,found_homepage
Cooking Borscht,"123 Taylor St, Dallas, TX 75201",https://cookingborscht.com,Yes,(405) 492-7202,,3.0,3.0,32.777432,-96.8260149,street food vendor,Food & Restaurant,75201,,,,,,,No,no_contact_found
American Butchers,"920 S Harwood St, Dallas, TX 75201",https://dallasfarmersmarket.org,Yes,(214) 655-6328,,6.0,2.0,32.777432,-96.8260149,street food vendor,Food & Restaurant,75201,,,,,,,No,no_contact_found
Ginzaro Sushi,"920 S Harwood St #136, Dallas, TX 75201",https://ginzarosushi.com,Yes,(469) 776-8213,,0.0,27.0,32.777432,-96.8260149,street food vendor,Food & Restaurant,75201,,,,,https://www.facebook.com/wix,https://www.instagram.com/wix,No,no_contact_found
The Houston Room- Dallas: West End Event Venue,"1801 N Lamar St # 400, Dallas, TX 75202",https://houstonroomdallas.com,Yes,(469) 781-4426,,,,32.777432,-96.8260149,street food vendor,Food & Restaurant,75201,,,,,https://www.facebook.com/profile.php?id=61563457801457&mibextid=LQQJ4d,https://www.instagram.com/houstonroomdallas?igsh=MWI0NGxlcDY3am1scw==,No,no_contact_found
The Little House on Routh,"2310 Routh St, Dallas, TX 75201",https://theimanproject.com,Yes,,,1.0,8.0,32.777432,-96.8260149,street food vendor,Food & Restaurant,75201,,,,,https://www.facebook.com/theimanproject/,https://www.instagram.com/p/DWfi-VvDUyD/,No,no_contact_found
