name,address,website,phone_number,reviews_count,reviews_average,latitude,longitude,keyword,searched_zipcode
Champs Sports,"
1100 S Hayes St, Arlington, VA 22202","
stores.champssports.com","
(703) 415-3747",,,38.8612872,-77.6787726,basketball classes for kids,22202
King Greenleaf Recreation Center,"
201 N St SW, Washington, DC 20024","
dpr.dc.gov","
(202) 645-7454",,,38.8612872,-77.6787726,basketball classes for kids,22202
Arlington Youth Football Club,"
475 Long Bridge Drive, Arlington, VA 22202",,,,,38.8612872,-77.6787726,basketball classes for kids,22202
Department of Parks and Recreation - Athletic and Facility Services Division,"
300 N Park Dr, Arlington, VA 22203","
arlingtonva.us","
(703) 228-4747",,,38.8612872,-77.6787726,basketball classes for kids,22202
Basketball Courts,"
S 2nd St &, S Jackson St, Arlington, VA 22204",,,,,38.8612872,-77.6787726,basketball classes for kids,22202
Foot Locker,"
1100 South Hayes Street Space 0x01, Arlington, VA 22202","
stores.footlocker.com","
(703) 415-3668",,,38.8612872,-77.6787726,basketball classes for kids,22202
Fort Barnard Park,"
2101 S Pollard St, Arlington, VA 22204","
arlingtonva.us","
(703) 228-6525",,,38.8612872,-77.6787726,basketball classes for kids,22202
Evolution Basketball Training - Accotink,"
8519 Tuttle Rd, West Springfield, VA 22152","
evobball.com","
(703) 282-2222",,,38.8612872,-77.6787726,basketball classes for kids,22202
Bull Dawg Athletic Training and Physical Therapy,"
5001-A Langston Blvd. SUITE 102, Arlington, VA 22207","
bulldawgtraining.com","
(571) 970-6068",,,38.8612872,-77.6787726,basketball classes for kids,22202
JD Sports,"
1100 S Hayes St, Arlington, VA 22202","
jdsports.com","
(703) 413-1265",,,38.8612872,-77.6787726,basketball classes for kids,22202
Next Level Basketball Training,"
8305 Merrifield Ave Suite F, Fairfax, VA 22031","
nxtlevelbball.com","
(703) 313-1201",,,38.8612872,-77.6787726,basketball classes for kids,22202
Penrose Park,"
2200 6th St S, Arlington, VA 22204","
arlingtonva.us","
(703) 228-6525",,,38.8612872,-77.6787726,basketball classes for kids,22202
"EIE Sports, LLC","
429 Thorncliff Dr, Newport News, VA 23608","
eiesports.org","
(770) 855-7888",,,37.152093,-77.1261223,basketball classes for kids,22202
Barcroft Field,"
Arlington, VA 22206","
arlingtonva.us","
(703) 228-6525",,,38.8488665,-77.6780538,basketball classes for kids,22202
The Michael & Son Sportsplex at Dulles,"
Dulles Sportsplex, 21610 Atlantic Blvd, Sterling, VA 20166","
dullessportsplex.com","
(703) 430-9966",,,39.0164142,-78.0021918,basketball classes for kids,22202
DC Central Kitchen,"
2121 1st St SW Ste 140, Washington, DC 20024","
dccentralkitchen.org","
(202) 234-0707",,,38.8645081,-77.5896586,basketball classes for kids,22202
Foundation Basketball Academy,,,"
(571) 599-8180",,,38.8645081,-77.5896586,basketball classes for kids,22202
Potomac Yard Park,"
2501 Potomac Ave, Alexandria, VA 22301","
alexandriava.gov",,,,38.8645081,-77.5896586,basketball classes for kids,22202
Arlington County Youth Department,"
3308 S Stafford St, Arlington, VA 22206","
arlingtonva.us","
(703) 228-6404",,,38.8645081,-77.5896586,basketball classes for kids,22202
Marine Corps Exchange,"
26 Joint Base Myer, 1555 Southgate Rd, Arlington, VA 22214","
hendersonhall.usmc-mccs.org","
(703) 979-8420",,,38.8645081,-77.5896586,basketball classes for kids,22202
Public Basketball Court,"
Blue Park Basketball Half Court, 18 E Linden St, Alexandria, VA 22301",,,,,38.8645081,-77.5896586,basketball classes for kids,22202
Drew Park Playground & Sprayground,"
2310 S Kenmore St, Arlington, VA 22206","
parks.arlingtonva.us","
(703) 228-6525",,,38.8645081,-77.5896586,basketball classes for kids,22202
Kids Foot Locker,"
1100 S Hayes St, Arlington, VA 22202","
stores.kidsfootlocker.com","
(703) 415-2566",,,38.8645081,-77.5896586,basketball classes for kids,22202
Sport Proformance Basketball Training,,"
sportproformance.com","
(804) 901-2483",,,39.0581012,-78.0124586,basketball classes for kids,22202
Balance Gym Foggy Bottom,"
2401 M St NW, Washington, DC 20037","
balancegym.com","
(202) 457-5070",,,38.9057482,-77.6284551,basketball classes for kids,22202
Four Mile Run Park,"
3700 Commonwealth Ave, Alexandria, VA 22305","
alexandriava.gov",,,,38.9057482,-77.6284551,basketball classes for kids,22202
Arruda's Basketball Club,,"
arrudasbasketballclub.com","
(267) 907-2982",,,38.9057482,-77.6284551,basketball classes for kids,22202
Dudley's Sport and Ale,"
2766 S Arlington Mill Dr, Arlington, VA 22206","
dudleyssportandale.com","
(571) 312-2304",,,38.9057482,-77.6284551,basketball classes for kids,22202
Maury Park Tennis Courts,"
3550 Wilson Blvd, Arlington, VA 22201","
parks.arlingtonva.us","
(703) 228-6525",,,38.9057482,-77.6284551,basketball classes for kids,22202
"Veritas Collegiate Academy, National Landing Campus","
935 23rd St S, Arlington, VA 22202","
veritascollegiateacademydc.com","
(866) 564-4233",,,38.9057482,-77.6284551,basketball classes for kids,22202
Jr. Wizards Basketball Camps & Clinics,"
601 F St NW, Washington, DC 20004","
dcfamily.com","
(202) 292-1979",,,38.9048213,-77.6284585,basketball training for kids,22202
YMCA Alexandria,"
420 E Monroe Ave, Alexandria, VA 22301","
ymcadc.org","
(703) 838-8085",,,38.9048213,-77.6284585,basketball training for kids,22202
The Player Progression Academy (PPA),"
1342 Florida Ave NW, Washington, DC 20008","
ppateam.com",,,,38.9048213,-77.6284585,basketball training for kids,22202
Just Us Nation Basketball,"
2260 Alice Ave Activity Center, Oxon Hill, MD 20745","
justusnationbball.org","
(240) 437-4979",,,38.9048213,-77.6284585,basketball training for kids,22202
Elevate Kids Basketball Training and Gym,"
8382 Terminal Rd Unit E, Lorton, VA 22079","
elevatesportstraining.com","
(703) 314-1688",,,38.9048213,-77.6284585,basketball training for kids,22202
Randall Recreation Center,"
S Capitol St SW & I St SW, 820 South Capitol St SE, Washington, DC 20024","
dpr.dc.gov","
(202) 554-6973",,,38.9048213,-77.6284585,basketball training for kids,22202
Charles Houston Recreation Center,"
901 Wythe St, Alexandria, VA 22314","
alexandriava.gov","
(703) 746-5552",,,38.9048213,-77.6284585,basketball training for kids,22202
Casual Adventure Outfitters,"
3451 Washington Blvd, Arlington, VA 22201","
casualadventure.com","
(703) 527-0600",,,38.9048213,-77.6284585,basketball training for kids,22202
SP8 Ball Training,"
7409 Lockport Pl, Lorton, VA 22079","
sp8balltraining.com","
(703) 887-3986",,,38.9048213,-77.6284585,basketball training for kids,22202
Dawson Terrace Community Center,"
2133 N Taft St, Arlington, VA 22201","
arlingtonva.us","
(703) 228-5725",,,38.9048213,-77.6284585,basketball training for kids,22202
Nannie J Lee Memorial Recreation Center,"
1108 Jefferson St, Alexandria, VA 22314","
alexandriava.gov","
(703) 746-5550",,,38.9048213,-77.6284585,basketball training for kids,22202
"i9 Sports Southwest Fairfax County, VA",,"
i9sports.com","
(703) 740-0093",,,38.9048213,-77.6284585,basketball training for kids,22202
Guy Mason Recreation Center,"
3600 Calvert St NW, Washington, DC 20007","
dpr.dc.gov","
(202) 727-7736",,,38.9048213,-77.6284585,basketball training for kids,22202
Nova Fencing and Archery Club,"
3505 Carlin Springs Rd, Falls Church, VA 22041","
novafencingclub.com","
(703) 999-8077",,,38.9048213,-77.6284585,basketball training for kids,22202
MedStar Capitals Iceplex,"
627 N Glebe Rd SUITE 800, Arlington, VA 22203","
medstarcapitalsiceplex.com","
(571) 224-0555",,,38.9048213,-77.6284585,basketball training for kids,22202
Onelife Fitness - Skyline,"
5115 Leesburg Pike, Falls Church, VA 22041","
onelifefitness.com","
(703) 820-4100",,,38.9048213,-77.6284585,basketball training for kids,22202
Goldfish Swim School - Alexandria,"
3155-B Duke St, Alexandria, VA 22314","
goldfishswimschool.com","
(703) 844-2818",,,38.9048213,-77.6284585,basketball training for kids,22202
DC SCORES,"
1140 Connecticut Ave NW #1200, Washington, DC 20036","
dcscores.org","
(202) 393-6999",,,38.9048213,-77.6284585,basketball training for kids,22202
Quincy Park,"
1021 N Quincy St, Arlington, VA 22201","
arlingtonva.us","
(703) 228-6525",,,38.9048213,-77.6284585,basketball training for kids,22202
Eugene Simpson Stadium Park,"
426 E Monroe Ave, Alexandria, VA 22301","
alexandriava.gov","
(703) 746-5492",,,38.9048213,-77.6284585,basketball training for kids,22202
Hayes Park,"
1516 N Lincoln St, Arlington, VA 22201","
arlingtonva.us","
(703) 228-6525",,,38.9048213,-77.6284585,basketball training for kids,22202
Harry Thomas Recreation Center,"
1743 Lincoln Rd NE, Washington, DC 20002","
dpr.dc.gov","
(202) 576-5642",,,38.9048213,-77.6284585,basketball training for kids,22202
Capstone Performance Training - Falls Church,"
444 W Broad St ste b, Falls Church, VA 22046","
capstoneperformancetraining.com","
(703) 914-3591",,,38.9048213,-77.6284585,basketball training for kids,22202
Parklawn Pool,"
6011 Crater Pl, Alexandria, VA 22312","
parklawnpool.org","
(571) 447-9461",,,38.9048213,-77.6284585,basketball training for kids,22202
Onelife Fitness - Ballston,"
4238 Wilson Blvd, Arlington, VA 22203","
onelifefitness.com","
(703) 816-8800",,,38.9048213,-77.6284585,basketball training for kids,22202
YMCA,"
1325 W St NW, Washington, DC 20009","
ymcadc.org","
(202) 232-6936",,,38.9048213,-77.6284585,basketball training for kids,22202
DSW Designer Shoe Warehouse,"
1301 S Joyce St, Arlington, VA 22202","
stores.dsw.com","
(703) 412-0818",,,38.9048213,-77.6284585,basketball training for kids,22202
Onelife Fitness - Old Town,"
209 Madison St, Alexandria, VA 22314","
onelifefitness.com","
(703) 548-6822",,,38.9048213,-77.6284585,basketball training for kids,22202
All In Hoops,"
2200 California St NW, Washington, DC 20008","
allinhoops.org","
(202) 607-3932",,,38.9038943,-77.6284618,youth basketball league,22202
Volo Sports DC,"
1200 G St NW STE 700, Washington, DC 20005","
volosports.com","
(202) 919-3955",,,38.9038943,-77.6284618,youth basketball league,22202
LMVSC,"
6212 Cameron Farms Pl, Alexandria, VA 22310","
lmvsc.org","
(703) 863-4255",,,38.9038943,-77.6284618,youth basketball league,22202
High View Park,"
1945 N Dinwiddie St, Arlington, VA 22207","
parks.arlingtonva.us","
(571) 429-5013",,,38.9038943,-77.6284618,youth basketball league,22202
Jelleff Recreation Center,"
3265 S St NW, Washington, DC 20007","
dpr.dc.gov","
(202) 462-1317",,,38.9038943,-77.6284618,youth basketball league,22202
MetroBall Youth Outreach,"
100 N St NW, Washington, DC 20001","
metroball.org","
(240) 832-9351",,,38.9038943,-77.6284618,youth basketball league,22202
Arlington Mill Community Center,"
909 S Dinwiddie St, Arlington, VA 22204","
arlingtonva.us","
(703) 228-7790",,,38.9038943,-77.6284618,youth basketball league,22202
Fields Park,"
775 N George Mason Dr, Arlington, VA 22203","
arlingtonva.us","
(703) 228-6525",,,38.9038943,-77.6284618,youth basketball league,22202
Charles E. Smith Center,"
600 22nd St NW, Washington, DC 20052","
gwsports.com","
(202) 994-6650",,,38.9038943,-77.6284618,youth basketball league,22202
Cookology Culinary School,"
4238 Wilson Blvd 3rd Floor, Suite #3110, Arlington, VA 22203","
cookologyonline.com","
(703) 433-1909",,,38.9029674,-77.6284651,basketball academy for kids,22202
Fundamentals Academy,"
804 Taylor St NW, Washington, DC 20011","
thefundamentalsacademy.com","
(202) 827-8176",,,38.9029674,-77.6284651,basketball academy for kids,22202
Giant Basketball Academy,"
20145 Ashbrook Pl, Ashburn, VA 20147","
giantbasketball.com",,,,39.0592041,-78.0407065,basketball academy for kids,22202
Edlavitch DC Jewish Community Center,"
1529 16th St NW, Washington, DC 20036","
edcjcc.org",,,,38.9109406,-77.6126801,basketball academy for kids,22202
Han Basketball Academy,,"
hanbasketball.com","
(240) 330-2272",,,38.9109406,-77.6126801,basketball academy for kids,22202
St. Stephen's and St. Agnes School Summertimes,"
400 Fontaine St, Alexandria, VA 22302","
summertimes.org","
(703) 212-2777",,,38.9109406,-77.6126801,basketball academy for kids,22202
Sleepy Hollow Recreation Association,"
3538 Sleepy Hollow Rd, Falls Church, VA 22041","
shrasharks.org","
(703) 941-0456",,,38.9109406,-77.6126801,basketball academy for kids,22202
Bluemont Park,"
601 N Manchester St, Arlington, VA 22205","
arlingtonva.us","
(703) 228-6525",,,38.9109406,-77.6126801,basketball academy for kids,22202
Syphax Education Center,"
2110 Washington Blvd, Arlington, VA 22204","
apsva.us","
(703) 228-6000",,,38.9109406,-77.6126801,basketball academy for kids,22202
DC Fray,"
951 V St NE, Washington, DC 20018","
dcfray.com","
(202) 290-1969",,,38.9109406,-77.6126801,basketball academy for kids,22202
British Swim School at Onelife Fitness - Falls Church,"
1000 E Broad St, Falls Church, VA 22046","
britishswimschool.com","
(202) 988-3825",,,38.9109406,-77.6126801,basketball academy for kids,22202
Orange Line Sports,"
4302 36th St S, Arlington, VA 22206","
orangelinesports.com","
(516) 967-9113",,,38.8707089,-77.2123392,basketball camp,22202
Charles Drew Community Center,"
3500 23rd St S, Arlington, VA 22206","
arlingtonva.us","
(703) 228-5725",,,38.8707089,-77.2123392,basketball camp,22202
Onelife Fitness - Crystal Park,"
2231 Crystal Dr, Arlington, VA 22202","
onelifefitness.com","
(703) 486-3380",,,38.8707089,-77.2123392,basketball camp,22202
Charles Barrett Recreation Center,"
1115 Martha Custis Dr, Alexandria, VA 22302","
alexandriava.gov","
(703) 746-5551",,,38.8707089,-77.2123392,basketball camp,22202
Summer Camp at Episcopal,"
1200 N Quaker Ln, Alexandria, VA 22302","
summeratepiscopal.org","
(703) 933-4040",,,38.8707089,-77.2123392,basketball camp,22202
Arlington Sports Conditioning,"
Lubber Run Community Center, 300 N Park Dr, Arlington, VA 22203","
arlingtonsc.com","
(703) 801-6248",,,38.8707089,-77.2123392,basketball camp,22202
JST Athletics,"
950 N Washington St, Alexandria, VA 22314","
jstathletics.org","
(703) 927-5008",,,38.8707089,-77.2123392,basketball camp,22202
Camp Sarraka,,"
campsarraka.com","
(703) 622-9210",,,38.8707089,-77.2123392,basketball camp,22202
Tru2Form Hoops,"
5600 Little Falls Pkwy, Bethesda, MD 20815","
tru2formhoops.com","
(240) 459-0949",,,38.9665061,-77.246506,basketball skills training,22202
Elevate,"
8382 Terminal Rd Unit E, Lorton, VA 22079","
elevatesportstraining.com","
(703) 314-1688",,,38.730609,-77.3384609,basketball skills training,22202
Washington Sailing Marina,"
1 Marina Dr, Alexandria, VA 22314","
washingtonsailingmarina.com","
(703) 548-9027",,,38.8332089,-77.1858792,basketball skills training,22202
"Capital Tennis & Pickleball (aka Capital Tennis & Stringing, LLC)","
2200 Wilson Blvd #102, Arlington, VA 22201","
capitalstringing.com","
(703) 597-4619",,,38.8332089,-77.1858792,basketball skills training,22202
NESS Basketball Training,,"
nessbasketball.com","
(301) 381-4416",,,39.0032182,-77.2573586,basketball skills training,22202
All In Basketball Training,,"
allinbasketballtraining.com","
(703) 987-8989",,,38.7368586,-77.5269182,basketball skills training,22202
Onelife Fitness - Capitol Hill,"
315 G St SE, Washington, DC 20003","
onelifefitness.com","
(202) 234-5678",,,38.7368586,-77.5269182,basketball skills training,22202
Onelife Fitness - Alexandria,"
305 Hooffs Run Dr, Alexandria, VA 22314","
onelifefitness.com","
(571) 317-1600",,,38.8810994,-77.1453316,basketball skills training,22202
Dominion Hills Area Recreation,"
6000 Wilson Blvd, Arlington, VA 22205","
dominionhills.org","
(703) 533-7550",,,38.8733909,-77.2816349,basketball skills training,22202
Above & Beyond Basketball Academy,,"
abovebeyondbasketballacademy.com","
(240) 426-6650",,,39.097515,-77.2887296,basketball skills training,22202
"LCF KIDS - Falls Church, VA","
150 S Washington St #100, Falls Church, VA 22046","
lcfkids.com","
(703) 909-7971",,,38.8814801,-77.3165098,basketball skills training,22202
Anthony Tucker's Elite Basketball Training,"
8401 Good Luck Rd, Lanham, MD 20706",,"
(202) 830-9632",,,38.9799353,-77.0086657,basketball skills training,22202
Infinite Skills Basketball Training,"
2729 Merrilee Dr, Fairfax, VA 22031","
infiniteskill.org","
(202) 932-8624",,,38.8790248,-77.3747731,basketball skills training,22202
Hayes Park Tennis Courts,"
1516 N Lincoln St, Arlington, VA 22201","
arlingtonva.us","
(703) 228-6525",,,38.8899254,-77.2483941,basketball skills training,22202
Legends Sports,"
3607-C Chain Bridge Rd, Fairfax, VA 22030","
playlegends.com","
(703) 255-5165",,,38.857235,-77.4511706,basketball skills training,22202
Thomas Jefferson Park Tennis Courts 🎾,"
3501 2nd St S, Arlington, VA 22204","
arlingtonva.us","
(703) 228-6525",,,38.8698471,-77.2383237,basketball skills training,22202
Evolution Basketball - Beaumeade,"
21760 Beaumeade Cir, Ashburn, VA 20147","
evobball.com",,,,39.016896,-77.6005103,basketball skills training,22202
LA Fitness,"
4300 King St, Alexandria, VA 22302","
lafitness.com","
(571) 431-1716",,,38.8371835,-77.2475891,basketball skills training,22202
Basketball Court,"
Washington, DC 20037",,,,,38.8371835,-77.2475891,basketball skills training,22202
Potomac Job Corps Center,"
1 DC Village Ln SW, Washington, DC 20032","
potomac.jobcorps.gov","
(202) 574-5000",,,38.8371835,-77.2475891,basketball skills training,22202
Excite Soccer,"
3712 12th St S, Arlington, VA 22204","
excitesoccer.com","
(240) 418-2302",,,38.858657,-77.2385516,soccer classes for kids,22202
Kids Pro Soccer,"
107 S West St, Alexandria, VA 22314","
kidsprosoccer.com","
(202) 438-8555",,,38.858657,-77.2385516,soccer classes for kids,22202
Arlington Soccer Association,"
5210 Wilson Blvd, Arlington, VA 22205","
arlingtonsoccer.com","
(703) 527-0157",,,38.858657,-77.2385516,soccer classes for kids,22202
Gunston Bubble,"
2700 S Lang St, Arlington, VA 22206","
arlingtonva.us",,,,38.858657,-77.2385516,soccer classes for kids,22202
Alexandria Soccer Association,"
1108 Jefferson St, Alexandria, VA 22314","
alexandria-soccer.org","
(703) 684-5425",,,38.858657,-77.2385516,soccer classes for kids,22202
LTB Soccer,"
1900 Columbia Pike, Arlington, VA 22204","
ltbsoccer.com","
(202) 215-8676",,,38.858657,-77.2385516,soccer classes for kids,22202
DC Soccer Club,"
2201 Wisconsin Ave NW #200, Washington, DC 20007","
dcsoccerclub.org",,,,38.858657,-77.2385516,soccer classes for kids,22202
Capstone Soccer,"
2830 Fallfax Dr, Falls Church, VA 22042","
capstonesoccer.com","
(703) 914-3548",,,38.8757695,-77.3529631,soccer classes for kids,22202
Long Bridge Aquatics & Fitness Center,"
333 Long Bridge Drive, Arlington, VA 22202","
arlingtonva.us","
(703) 228-3338",,,38.8704035,-77.1874613,soccer classes for kids,22202
Champions Premier | Elite Soccer Training,"
300 Hillwood Ave, Falls Church, VA 22046","
championspremier.net","
(617) 593-2497",,,38.8773212,-77.31464,soccer classes for kids,22202
Barcroft Park Community Field,"
S Four Mile Run Dr, Arlington, VA 22206","
arlingtonva.us",,,,38.8773212,-77.31464,soccer classes for kids,22202
Chesterfield Park Soccer Field,"
4901 Chesterfield Rd, Arlington, VA 22206",,,,,38.8773212,-77.31464,soccer classes for kids,22202
Arlington Training Center,"
140 S Wise St, Arlington, VA 22204","
arlingtonsoccer.com","
(703) 527-0157",,,38.8721895,-77.2284907,soccer classes for kids,22202
Soccer Post Arlington (previously Soccer Kicks),"
6019 Wilson Blvd, Arlington, VA 22205","
soccerpost.com","
(703) 202-0021",,,38.8721895,-77.2284907,soccer classes for kids,22202
PI Soccer Training,"
7701 Southern Dr, Springfield, VA 22150","
pitraining.org","
(571) 426-2144",,,38.792541,-77.3530761,soccer classes for kids,22202
Long Bridge Park,"
475 Long Bridge Drive, Arlington, VA 22202","
arlingtonva.us","
(703) 228-4747",,,38.8671948,-77.190672,soccer classes for kids,22202
Everbrook Academy of Arlington,"
201 12th St S Suite 10, Arlington, VA 22202","
everbrookacademy.com","
(855) 444-3778",,,38.8671948,-77.190672,soccer classes for kids,22202
ActivePlay,,"
activeplayllc.com","
(571) 436-2436",,,38.8671948,-77.190672,soccer classes for kids,22202
Tiny Troops Soccer - Joint Base Anacostia-Bolling/Alexandria,,"
tinytroopssoccer.com",,,,38.5263764,-77.9510396,soccer classes for kids,22202
Athletic Eagle Soccer,,,"
(703) 675-8896",,,38.1319444,-79.4750341,soccer classes for kids,22202
Feya Preschool LLC,"
1611 S Walter Reed Dr, Arlington, VA 22204","
feyapreschool.com","
(703) 271-1611",,,38.8561791,-77.2322438,soccer classes for kids,22202
Simpson Field,"
500 E Monroe Ave, Alexandria, VA 22301",,,,,38.8561791,-77.2322438,soccer classes for kids,22202
City Sporting Club,"
300 Evarts St NE, Washington, DC 20002","
citysportingclub.org","
(202) 210-8900",,,38.9247839,-77.146482,soccer classes for kids,22202
Aurora Hills Water Playground,"
Arlington, VA 22202",,,,,38.9247839,-77.146482,soccer classes for kids,22202
Lil' Kickers DMV,,"
lilkickersdmv.com",,,,38.762415,-77.456554,soccer classes for kids,22202
Gunston Soccer Club,"
4320 Mount Vernon Memorial Hwy, Alexandria, VA 22309","
gunstonsoccer.com",,,,38.7094874,-77.2525012,soccer classes for kids,22202
Soccer-Pass,"
Rolling Rd, Springfield, VA 22152","
soccer-pass.com","
(571) 781-2925",,,38.778794,-77.3772094,soccer classes for kids,22202
Arlington County Dept. of Human Services,"
2100 Washington Blvd, Arlington, VA 22204","
arlingtonva.us","
(703) 228-1300",,,38.8733234,-77.2273414,soccer classes for kids,22202
District Soccer,,"
districtsoccer.org","
(202) 656-8892",,,46.423669,-130.0869042,soccer classes for kids,22202
Powhatan Springs Park Soccer Field,"
6020 Wilson Blvd, Arlington, VA 22205","
arlingtonva.us","
(703) 228-6525",,,38.8733849,-77.2829149,soccer classes for kids,22202
ChildSpace Learning Center,"
2721 Mt Vernon Ave, Alexandria, VA 22301","
mychildspace.com","
(571) 429-3082",,,38.8733849,-77.2829149,soccer classes for kids,22202
Steve & Kate's Camp - Alexandria,"
2400 Russell Rd, Alexandria, VA 22301","
steveandkatescamp.com","
(703) 997-9147",,,38.8299881,-77.2033176,soccer classes for kids,22202
Crystal City Sports Pub,"
529 23rd St S, Arlington, VA 22202","
ccsportspub.com",,,,38.8299881,-77.2033176,soccer classes for kids,22202
Tamir Linhart Golden Boot Soccer,"
8200 Greensboro Dr Suite 900, McLean, VA 22102","
goldenbootsoccer.com","
(703) 287-0088",,,38.9231812,-77.3725862,soccer classes for kids,22202
Fairfax Sportsplex,"
6800 Commercial Dr, Springfield, VA 22151","
fairfaxsportsplex.com","
(703) 750-9521",,,38.9231812,-77.3725862,soccer classes for kids,22202
Love the Ball Soccer,,"
ltbsoccer.com","
(202) 215-8676",,,38.8808655,-77.2463291,soccer classes for kids,22202
Burke Athletic Club,"
Burke, VA 22015",,,,,38.7942325,-77.4165345,soccer classes for kids,22202
Washington-Liberty High School Stadium,"
1301 N Stafford St, Arlington, VA 22201","
arlingtonva.us","
(703) 228-6200",,,38.8865043,-77.254418,soccer classes for kids,22202
Soccer Bamyan Field,"
Washington, DC 20024",,,,,38.8810442,-77.1550219,soccer classes for kids,22202
KIDSUNITED South Riding,"
43063 Peacock Market Plaza, South Riding, VA 20152","
kidsunited.com","
(703) 939-9493",,,38.9143642,-77.6576313,soccer classes for kids,22202
U.S. Soccer Foundation,"
1140 Connecticut Ave NW #1200, Washington, DC 20036","
ussoccerfoundation.org","
(202) 872-9277",,,38.904963,-77.1854146,soccer classes for kids,22202
DICK'S Sporting Goods,"
5716 Columbia Pike, Falls Church, VA 22041","
stores.dickssportinggoods.com","
(703) 933-0736",,,38.8524221,-77.2721148,soccer classes for kids,22202
Oxon Hill Soccer Club,,"
oxonhillsoccerclub.com","
(571) 477-6798",,,38.7848036,-77.1128046,soccer classes for kids,22202
Vienna Youth Soccer,"
311 Maple Ave W STE D, Vienna, VA 22180","
vys.org",,,,38.8970339,-77.4160102,soccer classes for kids,22202
Tiny Troops Soccer - Fort Belvoir/Alexandria,,"
tinytroopssoccer.com",,,,38.8970339,-77.4160102,soccer classes for kids,22202
Soccer field,"
Washington, DC 20032",,,,,38.8437671,-77.159393,soccer classes for kids,22202
Soccer Rising,,,,,,38.881542,-77.4086016,soccer classes for kids,22202
Urban Kempo,"
3000 Washington Blvd C, Arlington, VA 22201",,"
(703) 888-2425",,,38.8847512,-77.2386256,soccer classes for kids,22202
Next Star Soccer,,"
nextstarsoccer.com","
(301) 742-1796",,,38.8847512,-77.2386256,soccer classes for kids,22202
Golf Galaxy Performance Center,"
Crossroads Center, 5821 Crossroads Center Way, Falls Church, VA 22041","
stores.golfgalaxy.com","
(571) 473-4997",,,38.8847512,-77.2386256,soccer classes for kids,22202
Instrata Pentagon City,"
901 15th St S, Arlington, VA 22202","
instratapentagoncity.com","
(703) 594-4142",,,38.8847512,-77.2386256,soccer classes for kids,22202
ANNANDALE BOYS & GIRLS CLUB,"
4216 Annandale Rd, Annandale, VA 22003","
abgc.org","
(703) 941-2242",,,38.8322071,-77.3412077,soccer classes for kids,22202
Springfield South County Youth Club (SYC),"
8704 Morrissette Dr, Springfield, VA 22152","
sycva.com","
(703) 339-3796",,,38.8322071,-77.3412077,soccer classes for kids,22202
Caio Terra Academy - Alexandria BJJ,"
6118 Franconia Rd Suite 213, Alexandria, VA 22310","
alexandriabjj.com","
(571) 275-0995",,,38.8322071,-77.3412077,soccer classes for kids,22202
Canchas futbol,"
2700 Duke St, Alexandria, VA 22314",,,,,38.8061327,-77.2218958,soccer classes for kids,22202
DC Way Soccer,,"
dcway.com","
(571) 490-1275",,,38.8060748,-77.221896,soccer training for kids,22202
DC Way Academy,"
401 Oklahoma Ave NE, Washington, DC 20003","
dcwayacademy.org","
(571) 490-1275",,,38.8950645,-77.114368,soccer training for kids,22202
D.C. United,"
100 Potomac Ave SW, Washington, DC 20024","
dcunited.com","
(202) 600-9098",,,38.8950645,-77.114368,soccer training for kids,22202
FourSoccer,"
2118 3rd St NE unit b, Washington, DC 20002","
foursoccer.com","
(202) 290-9067",,,38.8950645,-77.114368,soccer training for kids,22202
Marymount University Home Field,"
Long Bridge Park, 475 Long Bridge Drive, Arlington, VA 22202","
marymountsaints.com",,,,38.8669955,-77.1907837,soccer camp for kids,22202
Kids & Culture Camp,"
1629 K St NW #300, Washington, DC 20006","
kidsandculture.com","
(202) 643-8787",,,38.8669955,-77.1907837,soccer camp for kids,22202
Headfirst Summer Camps at St. Albans Campus,"
3101 Wisconsin Ave, Washington, DC 20016","
headfirstcamps.com","
(202) 625-1921",,,38.8669955,-77.1907837,soccer camp for kids,22202
Marymount University Men's Soccer,"
2807 N Glebe Rd, Arlington, VA 22207",,,,,38.9060273,-77.2720272,soccer camp for kids,22202
Nova Soccer Academy,"
1577 Spring Hill Rd, Vienna, VA 22182",,"
(833) 668-2762",,,38.9060273,-77.2720272,soccer camp for kids,22202
Headfirst Companies,"
1400 16th St NW Suite 720, Washington, DC 20036","
headfirstcamps.com","
(202) 625-1921",,,38.9090396,-77.1812754,soccer camp for kids,22202
Marshall Soccer Field,"
Marshall High School, 7731 Leesburg Pike, Falls Church, VA 22043",,,,,38.9037994,-77.3591192,soccer camp for kids,22202
Montclair FC Soccer Club,"
Marshall High School, 7731 Leesburg Pike, Falls Church, VA 22043",,,,,38.9037994,-77.3591192,soccer camp for kids,22202
Braddock Road Youth Club,"
8940 Burke Lake Rd, Springfield, VA 22151","
bryc.org","
(703) 378-2792",,,38.8096594,-77.398089,soccer camp for kids,22202
Soccer Shots Baltimore-Washington,,"
soccershots.com","
(717) 856-8248",,,39.439063,-76.8178596,soccer camp for kids,22202
Powhatan Springs Park,"
6020 Wilson Blvd, Arlington, VA 22205","
arlingtonva.us","
(703) 228-6525",,,38.8732991,-77.2831567,soccer camp for kids,22202
Futstars Academy,,"
futstarsacademy.com","
(240) 426-1282",,,38.8732991,-77.2831567,soccer camp for kids,22202
